3.320 2 BARO_RAW 0. 0.
35.756 2 DOWNLINK_STATUS 0 36 9260 561 0 236. 15. 37.73
35.819 2 BARO_RAW 0. 0.
35.822 2 IMU_GYRO_RAW -606 -41 -387
35.918 2 DL_VALUE 23 0.05
35.921 2 IMU_GYRO_RAW -673 91 -274
36.015 2 IMU_GYRO_RAW -706 380 -160
36.115 2 IMU_GYRO_RAW -734 327 -137
36.215 2 IMU_GYRO_RAW -590 318 -226
36.318 2 BARO_RAW 0. 0.
36.321 2 IMU_GYRO_RAW -523 375 -281
36.417 2 DL_VALUE 24 0.
36.420 2 IMU_GYRO_RAW -508 104 -234
36.516 2 IMU_GYRO_RAW -460 -177 -141
36.622 2 ALIVE |88,46,127,254,191,243,157,14,79,175,117,217,7,24,53,158|
36.625 2 IMU_GYRO_RAW -444 87 -76
36.665 2 FBW_STATUS 0 47 0 163 2
36.716 2 IMU_GYRO_RAW -384 142 -54
36.756 2 DOWNLINK_STATUS 0 37 9528 577 0 268. 16. 37.73
36.818 2 BARO_RAW 0. 0.
36.821 2 IMU_GYRO_RAW -324 -18 -48
36.917 2 DL_VALUE 25 1.000074
36.920 2 IMU_GYRO_RAW -276 71 -47
37.016 2 IMU_GYRO_RAW -234 114 -53
37.116 2 IMU_GYRO_RAW -274 203 65
37.216 2 IMU_GYRO_RAW -290 433 127
37.319 2 BARO_RAW 0. 0.
37.321 2 IMU_GYRO_RAW -260 585 40
37.417 2 DL_VALUE 26 0.298451
37.420 2 IMU_GYRO_RAW -209 839 -36
37.466 2 ACTUATORS |1004,1997,1500,1500,1500,1500|
37.515 2 IMU_GYRO_RAW -180 943 -107
37.566 2 COMMANDS |40,14,0,0,-14,9548|
37.616 2 IMU_GYRO_RAW -95 606 -180
37.716 2 IMU_GYRO_RAW -99 636 -260
37.757 2 DOWNLINK_STATUS 0 38 9796 593 0 268. 16. 37.73
37.818 2 BARO_RAW 0. 0.
37.821 2 IMU_GYRO_RAW -104 547 -335
37.917 2 DL_VALUE 27 1.
37.920 2 IMU_GYRO_RAW -136 404 -416
38.016 2 IMU_GYRO_RAW -308 226 -370
38.116 2 IMU_GYRO_RAW -502 -62 -188
38.216 2 IMU_GYRO_RAW -368 388 -172
38.318 2 BARO_RAW 0. 0.
38.322 2 IMU_GYRO_RAW -164 636 -272
38.417 2 DL_VALUE 28 0.
38.420 2 IMU_GYRO_RAW -80 374 -327
38.516 2 IMU_GYRO_RAW 3 366 -300
38.615 2 IMU_GYRO_RAW 46 377 -241
38.664 2 FBW_STATUS 0 51 0 163 2
38.722 2 ALIVE |88,46,127,254,191,243,157,14,79,175,117,217,7,24,53,158|
38.724 2 IMU_GYRO_RAW 74 401 -192
38.757 2 DOWNLINK_STATUS 0 39 10064 609 0 268. 16. 37.73
38.818 2 BARO_RAW 0. 0.
38.821 2 IMU_GYRO_RAW 70 522 -174
38.917 2 DL_VALUE 29 100.
38.920 2 IMU_GYRO_RAW 7 127 -95
39.016 2 IMU_GYRO_RAW -84 218 -27
39.116 2 IMU_GYRO_RAW -78 60 61
39.216 2 IMU_GYRO_RAW -90 -23 114
39.318 2 BARO_RAW 0. 0.
39.321 2 IMU_GYRO_RAW -64 -26 77
39.417 2 DL_VALUE 30 0.
39.420 2 IMU_GYRO_RAW -6 -2 36
39.516 2 IMU_GYRO_RAW -27 -43 -13
39.616 2 IMU_GYRO_RAW 32 17 -56
39.716 2 IMU_GYRO_RAW 31 27 -81
39.757 2 DOWNLINK_STATUS 0 40 10294 623 0 230. 14. 37.73
39.818 2 BARO_RAW 0. 0.
39.821 2 IMU_GYRO_RAW 57 9 -143
39.917 2 DL_VALUE 31 2.
39.921 2 IMU_GYRO_RAW -33 282 -210
40.015 2 IMU_GYRO_RAW -13 -342 -125
40.115 2 IMU_GYRO_RAW -65 164 -59
40.215 2 IMU_GYRO_RAW -73 36 -46
40.287 2 PONG 
40.318 2 BARO_RAW 0. 0.
40.321 2 IMU_GYRO_RAW -78 16 -67
40.417 2 DL_VALUE 32 0.
40.420 2 IMU_GYRO_RAW -40 161 -57
40.516 2 IMU_GYRO_RAW -63 320 -50
40.616 2 IMU_GYRO_RAW -80 122 -75
40.664 2 FBW_STATUS 0 50 0 163 2
40.716 2 IMU_GYRO_RAW -64 382 -91
40.757 2 DOWNLINK_STATUS 0 41 10545 639 0 251. 16. 37.71
40.825 2 ALIVE |88,46,127,254,191,243,157,14,79,175,117,217,7,24,53,158|
40.827 2 BARO_RAW 0. 0.
40.830 2 IMU_GYRO_RAW -93 150 -137
40.917 2 DL_VALUE 33 0.
40.920 2 IMU_GYRO_RAW -54 0 -104
41.016 2 IMU_GYRO_RAW -5 -92 -67
41.116 2 IMU_GYRO_RAW 1 248 -97
41.215 2 IMU_GYRO_RAW -25 45 -80
41.318 2 BARO_RAW 0. 0.
41.321 2 IMU_GYRO_RAW -40 -14 -63
41.417 2 DL_VALUE 34 0.
41.420 2 IMU_GYRO_RAW -42 62 -44
41.515 2 IMU_GYRO_RAW -59 -8 -38
41.615 2 IMU_GYRO_RAW -57 -35 -41
41.715 2 IMU_GYRO_RAW -42 1 -51
41.758 2 DOWNLINK_STATUS 0 42 10798 654 0 253. 15. 37.71
41.818 2 BARO_RAW 0. 0.
41.821 2 IMU_GYRO_RAW -18 75 -61
41.917 2 DL_VALUE 35 0.
41.920 2 IMU_GYRO_RAW -15 37 -69
42.016 2 IMU_GYRO_RAW -20 -15 -70
42.116 2 IMU_GYRO_RAW -22 23 -74
42.216 2 IMU_GYRO_RAW -11 -10 -71
42.318 2 BARO_RAW 0. 0.
42.321 2 IMU_GYRO_RAW 8 -80 -51
42.417 2 DL_VALUE 36 0.
42.420 2 IMU_GYRO_RAW 31 -503 8
42.466 2 ACTUATORS |1004,1997,1500,1500,1500,1500|
42.516 2 IMU_GYRO_RAW -4 -164 16
42.566 2 COMMANDS |40,14,0,0,0,9548|
42.615 2 IMU_GYRO_RAW -34 206 -8
42.664 2 FBW_STATUS 0 48 0 163 2
42.715 2 IMU_GYRO_RAW 14 -153 -4
42.758 2 DOWNLINK_STATUS 0 43 11081 671 0 283. 17. 37.71
42.818 2 BARO_RAW 0. 0.
42.821 2 IMU_GYRO_RAW 33 95 -51
42.924 2 ALIVE |88,46,127,254,191,243,157,14,79,175,117,217,7,24,53,158|
42.925 2 DL_VALUE 37 200.
42.928 2 IMU_GYRO_RAW -49 186 -119
43.015 2 IMU_GYRO_RAW -96 145 -76
43.115 2 IMU_GYRO_RAW -100 180 -50
43.215 2 IMU_GYRO_RAW -106 285 -68
43.318 2 BARO_RAW 0. 0.
43.321 2 IMU_GYRO_RAW -47 81 -63
43.417 2 DL_VALUE 38 0.1
43.420 2 IMU_GYRO_RAW 56 -79 -26
43.516 2 IMU_GYRO_RAW 106 -9 -15
43.597 2 WIND_INFO 2 42 0. 0. 0.
43.616 2 IMU_GYRO_RAW 76 60 -39
43.716 2 IMU_GYRO_RAW 42 -154 -58
43.758 2 DOWNLINK_STATUS 0 44 11334 686 0 253. 15. 37.71
43.818 2 BARO_RAW 0. 0.
43.821 2 IMU_GYRO_RAW -7 -106 -51
43.917 2 DL_VALUE 39 0.
43.920 2 IMU_GYRO_RAW -92 71 -17
44.015 2 IMU_GYRO_RAW -154 127 1
44.115 2 IMU_GYRO_RAW -127 64 8
44.215 2 IMU_GYRO_RAW -70 -38 -2
44.318 2 BARO_RAW 0. 0.
44.321 2 IMU_GYRO_RAW -3 -72 -70
44.416 2 DL_VALUE 40 0.
44.419 2 IMU_GYRO_RAW 50 -82 -149
44.515 2 IMU_GYRO_RAW 85 -32 -202
44.616 2 IMU_GYRO_RAW 70 -88 -202
44.664 2 FBW_STATUS 0 48 0 163 2
44.716 2 IMU_GYRO_RAW 13 4 -182
44.758 2 DOWNLINK_STATUS 0 45 11579 701 0 245. 15. 37.71
44.818 2 BARO_RAW 0. 0.
44.821 2 IMU_GYRO_RAW -71 -6 -127
44.917 2 DL_VALUE 41 1500.
44.920 2 IMU_GYRO_RAW -41 104 -78
45.022 2 ALIVE |88,46,127,254,191,243,157,14,79,175,117,217,7,24,53,158|
45.025 2 IMU_GYRO_RAW -14 78 -61
45.116 2 IMU_GYRO_RAW -8 112 -74
45.216 2 IMU_GYRO_RAW -109 -51 -58
45.287 2 PONG 
45.318 2 BARO_RAW 0. 0.
45.320 2 IMU_GYRO_RAW -205 214 -24
45.416 2 DL_VALUE 42 0.
45.419 2 IMU_GYRO_RAW -171 294 -21
45.515 2 IMU_GYRO_RAW -112 114 -64
45.615 2 IMU_GYRO_RAW -49 62 -216
45.715 2 IMU_GYRO_RAW 79 11 -266
45.759 2 DOWNLINK_STATUS 0 46 11838 717 0 259. 16. 37.69
45.818 2 BARO_RAW 0. 0.
45.821 2 IMU_GYRO_RAW 140 -84 -240
45.916 2 DL_VALUE 0 3.
45.919 2 IMU_GYRO_RAW 135 22 -174
46.015 2 IMU_GYRO_RAW 97 -89 -147
46.116 2 IMU_GYRO_RAW -37 -83 -158
46.216 2 IMU_GYRO_RAW -96 14 -52
46.318 2 BARO_RAW 0. 0.
46.321 2 IMU_GYRO_RAW -68 40 -1
46.417 2 DL_VALUE 1 0.
46.420 2 IMU_GYRO_RAW -25 60 -23
46.516 2 IMU_GYRO_RAW 16 50 -13
46.616 2 IMU_GYRO_RAW 1 20 0
46.665 2 FBW_STATUS 0 47 0 163 2
46.715 2 IMU_GYRO_RAW -30 54 41
46.759 2 DOWNLINK_STATUS 0 47 12083 732 0 245. 15. 37.69
46.817 2 BARO_RAW 0. 0.
46.820 2 IMU_GYRO_RAW -26 53 46
46.916 2 DL_VALUE 2 655.
46.919 2 IMU_GYRO_RAW -9 -36 35
47.015 2 IMU_GYRO_RAW -35 -97 17
47.121 2 ALIVE |88,46,127,254,191,243,157,14,79,175,117,217,7,24,53,158|
47.124 2 IMU_GYRO_RAW -53 -11 -3
47.215 2 IMU_GYRO_RAW -74 -40 -1
47.317 2 BARO_RAW 0. 0.
47.320 2 IMU_GYRO_RAW -120 -87 3
47.417 2 DL_VALUE 3 0.
47.420 2 IMU_GYRO_RAW -207 141 33
47.466 2 ACTUATORS |1004,1997,1500,1500,1500,1500|
47.515 2 IMU_GYRO_RAW -107 107 61
47.566 2 COMMANDS |40,14,0,0,0,9548|
47.615 2 IMU_GYRO_RAW 33 39 27
47.716 2 IMU_GYRO_RAW 27 -3 -11
47.759 2 DOWNLINK_STATUS 0 48 12374 749 0 291. 17. 37.69
47.818 2 BARO_RAW 0. 0.
47.821 2 IMU_GYRO_RAW 33 -42 -38
47.917 2 DL_VALUE 4 0.
47.920 2 IMU_GYRO_RAW 19 19 -37
48.016 2 IMU_GYRO_RAW 19 67 -15
48.115 2 IMU_GYRO_RAW -38 -64 11
48.215 2 IMU_GYRO_RAW -116 16 11
48.317 2 BARO_RAW 0. 0.
48.320 2 IMU_GYRO_RAW -160 90 34
48.416 2 DL_VALUE 5 0.
48.419 2 IMU_GYRO_RAW -101 383 67
48.515 2 IMU_GYRO_RAW -196 162 44
48.616 2 IMU_GYRO_RAW 16 82 -20
48.664 2 FBW_STATUS 0 51 0 163 2
48.715 2 IMU_GYRO_RAW -9 -89 -58
48.759 2 DOWNLINK_STATUS 0 49 12619 764 0 245. 15. 37.69
48.818 2 BARO_RAW 0. 0.
48.821 2 IMU_GYRO_RAW -55 -15 -42
48.916 2 DL_VALUE 6 100.
48.920 2 IMU_GYRO_RAW 15 -49 -40
49.015 2 IMU_GYRO_RAW 31 35 -55
49.115 2 IMU_GYRO_RAW 54 -51 -65
49.221 2 ALIVE |88,46,127,254,191,243,157,14,79,175,117,217,7,24,53,158|
49.224 2 IMU_GYRO_RAW 46 30 -58
49.318 2 BARO_RAW 0. 0.
49.321 2 IMU_GYRO_RAW 4 39 -47
49.416 2 DL_VALUE 7 0.
49.419 2 IMU_GYRO_RAW -54 -23 -37
49.515 2 IMU_GYRO_RAW -85 0 -13
49.615 2 IMU_GYRO_RAW -70 -53 -10
49.715 2 IMU_GYRO_RAW -17 25 -30
49.760 2 DOWNLINK_STATUS 0 50 12872 779 0 253. 15. 37.69
49.817 2 BARO_RAW 0. 0.
49.820 2 IMU_GYRO_RAW -19 28 -54
49.916 2 DL_VALUE 8 0.
49.919 2 IMU_GYRO_RAW -31 18 -45
50.015 2 IMU_GYRO_RAW -12 1 -43
50.115 2 IMU_GYRO_RAW -7 11 -47
50.215 2 IMU_GYRO_RAW -12 12 -45
50.288 2 PONG 
50.318 2 BARO_RAW 0. 0.
50.321 2 IMU_GYRO_RAW -8 39 -39
50.417 2 DL_VALUE 9 1.
50.420 2 IMU_GYRO_RAW -30 16 -43
50.515 2 IMU_GYRO_RAW -29 12 -39
50.615 2 IMU_GYRO_RAW -29 24 -42
50.663 2 FBW_STATUS 0 47 0 163 2
50.715 2 IMU_GYRO_RAW -35 -9 -46
50.760 2 DOWNLINK_STATUS 0 51 13123 795 0 251. 16. 37.68
50.817 2 BARO_RAW 0. 0.
50.820 2 IMU_GYRO_RAW -31 -2 -51
50.916 2 DL_VALUE 10 0.
50.919 2 IMU_GYRO_RAW -22 13 -50
51.015 2 IMU_GYRO_RAW -15 25 -47
51.115 2 IMU_GYRO_RAW -13 24 -51
51.215 2 IMU_GYRO_RAW -19 21 -50
51.324 2 ALIVE |88,46,127,254,191,243,157,14,79,175,117,217,7,24,53,158|
51.326 2 BARO_RAW 0. 0.
51.330 2 IMU_GYRO_RAW -15 28 -52
51.416 2 DL_VALUE 11 0.
51.420 2 IMU_GYRO_RAW -21 18 -48
51.515 2 IMU_GYRO_RAW -17 33 -43
51.615 2 IMU_GYRO_RAW -11 11 -42
51.715 2 IMU_GYRO_RAW -12 36 -38
51.760 2 DOWNLINK_STATUS 0 52 13376 810 0 253. 15. 37.68
51.818 2 BARO_RAW 0. 0.
51.821 2 IMU_GYRO_RAW -25 19 -37
51.917 2 DL_VALUE 12 12000.
51.919 2 IMU_GYRO_RAW -28 2 -39
52.015 2 IMU_GYRO_RAW -32 36 -39
52.115 2 IMU_GYRO_RAW -40 25 -36
52.215 2 IMU_GYRO_RAW -48 14 -35
52.317 2 BARO_RAW 0. 0.
52.320 2 IMU_GYRO_RAW -44 19 -37
52.416 2 DL_VALUE 13 1.5
52.419 2 IMU_GYRO_RAW -31 36 -39
52.465 2 ACTUATORS |1004,1997,1500,1500,1500,1500|
52.515 2 IMU_GYRO_RAW -28 23 -39
52.565 2 COMMANDS |40,14,0,0,0,9548|
52.615 2 IMU_GYRO_RAW -34 15 -35
52.664 2 FBW_STATUS 0 50 0 163 2
52.715 2 IMU_GYRO_RAW -25 32 -42
52.760 2 DOWNLINK_STATUS 0 53 13659 827 0 283. 17. 37.68
52.817 2 BARO_RAW 0. 0.
52.821 2 IMU_GYRO_RAW -24 12 -53
52.916 2 DL_VALUE 14 0.610865
52.919 2 IMU_GYRO_RAW -26 22 -55
53.015 2 IMU_GYRO_RAW -25 41 -52
53.115 2 IMU_GYRO_RAW -31 11 -45
53.215 2 IMU_GYRO_RAW -23 22 -14
53.317 2 BARO_RAW 0. 0.
53.320 2 IMU_GYRO_RAW -47 40 21
53.424 2 ALIVE |88,46,127,254,191,243,157,14,79,175,117,217,7,24,53,158|
53.425 2 DL_VALUE 15 7500.
53.429 2 IMU_GYRO_RAW -141 -67 -39
53.515 2 IMU_GYRO_RAW -190 146 -136
53.597 2 WIND_INFO 2 42 0. 0. 0.
53.615 2 IMU_GYRO_RAW 80 -66 -168
53.715 2 IMU_GYRO_RAW 95 -96 -149
53.761 2 DOWNLINK_STATUS 0 54 13912 842 0 253. 15. 37.68
53.817 2 BARO_RAW 0. 0.
53.820 2 IMU_GYRO_RAW 132 93 -176
53.916 2 DL_VALUE 16 1250.
53.919 2 IMU_GYRO_RAW 83 22 -183
54.015 2 IMU_GYRO_RAW 1 -210 -121
54.115 2 IMU_GYRO_RAW -27 237 -88
54.215 2 IMU_GYRO_RAW -44 182 -10
54.317 2 BARO_RAW 0. 0.
54.321 2 IMU_GYRO_RAW -24 -119 58
54.416 2 DL_VALUE 17 0.45
54.419 2 IMU_GYRO_RAW -10 154 0
54.515 2 IMU_GYRO_RAW 32 159 -36
54.614 2 IMU_GYRO_RAW -9 -47 -78
54.663 2 FBW_STATUS 0 49 0 163 2
54.715 2 IMU_GYRO_RAW -43 -93 -125
54.761 2 DOWNLINK_STATUS 0 55 14157 857 0 245. 15. 37.68
54.817 2 BARO_RAW 0. 0.
54.820 2 IMU_GYRO_RAW -23 214 -138
54.916 2 DL_VALUE 18 0.03
54.919 2 IMU_GYRO_RAW 55 8 -101
55.015 2 IMU_GYRO_RAW 85 46 -99
55.115 2 IMU_GYRO_RAW -4 39 -78
55.215 2 IMU_GYRO_RAW -6 94 -69
55.289 2 PONG 
55.317 2 BARO_RAW 0. 0.
55.320 2 IMU_GYRO_RAW -20 118 -55
55.416 2 DL_VALUE 19 0.15
55.419 2 IMU_GYRO_RAW -19 -20 -13
55.521 2 ALIVE |88,46,127,254,191,243,157,14,79,175,117,217,7,24,53,158|
55.524 2 IMU_GYRO_RAW 13 -6 33
55.615 2 IMU_GYRO_RAW -25 -12 10
55.714 2 IMU_GYRO_RAW -89 65 -48
55.761 2 DOWNLINK_STATUS 0 56 14416 873 0 259. 16. 37.68
55.817 2 BARO_RAW 0. 0.
55.820 2 IMU_GYRO_RAW -65 99 -97
55.915 2 DL_VALUE 20 0.01
55.919 2 IMU_GYRO_RAW -90 230 -53
56.014 2 IMU_GYRO_RAW -143 -60 32
56.114 2 IMU_GYRO_RAW -114 -71 31
56.215 2 IMU_GYRO_RAW -65 -88 -22
56.317 2 BARO_RAW 0. 0.
56.320 2 IMU_GYRO_RAW 0 -22 -52
56.416 2 DL_VALUE 21 0.1
56.419 2 IMU_GYRO_RAW 3 96 -56
56.515 2 IMU_GYRO_RAW -33 5 -55
56.615 2 IMU_GYRO_RAW -44 23 -50
56.664 2 FBW_STATUS 0 47 0 163 2
56.715 2 IMU_GYRO_RAW -38 -6 -54
56.761 2 DOWNLINK_STATUS 0 57 14661 888 0 245. 15. 37.68
56.817 2 BARO_RAW 0. 0.
56.820 2 IMU_GYRO_RAW -42 -19 -56
56.916 2 DL_VALUE 22 0.
56.919 2 IMU_GYRO_RAW -28 11 -55
57.015 2 IMU_GYRO_RAW -26 6 -42
57.114 2 IMU_GYRO_RAW -17 -14 -38
57.214 2 IMU_GYRO_RAW -11 13 -44
57.317 2 BARO_RAW 0. 0.
57.320 2 IMU_GYRO_RAW -13 12 -48
57.416 2 DL_VALUE 23 0.05
57.419 2 IMU_GYRO_RAW -26 6 -48
57.465 2 ACTUATORS |1004,1997,1500,1500,1500,1500|
57.515 2 IMU_GYRO_RAW -43 -5 -49
57.565 2 COMMANDS |40,14,0,0,0,9548|
57.620 2 ALIVE |88,46,127,254,191,243,157,14,79,175,117,217,7,24,53,158|
57.623 2 IMU_GYRO_RAW -41 -10 -46
57.714 2 IMU_GYRO_RAW -44 7 -37
57.761 2 DOWNLINK_STATUS 0 58 14952 905 0 291. 17. 37.68
57.817 2 BARO_RAW 0. 0.
57.820 2 IMU_GYRO_RAW -35 34 -36
57.916 2 DL_VALUE 24 0.
57.919 2 IMU_GYRO_RAW -27 27 -34
58.015 2 IMU_GYRO_RAW -23 6 -38
58.115 2 IMU_GYRO_RAW -35 26 -29
58.215 2 IMU_GYRO_RAW -32 -11 -37
58.317 2 BARO_RAW 0. 0.
58.319 2 IMU_GYRO_RAW -32 26 -46
58.415 2 DL_VALUE 25 1.000074
58.418 2 IMU_GYRO_RAW -32 35 -41
58.514 2 IMU_GYRO_RAW -28 24 -42
58.614 2 IMU_GYRO_RAW -19 23 -47
58.663 2 FBW_STATUS 0 46 0 163 2
58.714 2 IMU_GYRO_RAW -16 16 -54
58.761 2 DOWNLINK_STATUS 0 59 15197 920 0 245. 15. 37.68
58.817 2 BARO_RAW 0. 0.
58.820 2 IMU_GYRO_RAW -20 -3 -56
58.916 2 DL_VALUE 26 0.298451
58.919 2 IMU_GYRO_RAW -20 46 -50
59.015 2 IMU_GYRO_RAW -22 7 -45
59.115 2 IMU_GYRO_RAW -28 30 -43
59.215 2 IMU_GYRO_RAW -29 27 -36
59.317 2 BARO_RAW 0. 0.
59.320 2 IMU_GYRO_RAW -34 17 -36
59.416 2 DL_VALUE 27 1.
59.418 2 IMU_GYRO_RAW -31 25 -32
59.515 2 IMU_GYRO_RAW -28 -17 -30
59.614 2 IMU_GYRO_RAW -24 6 -36
59.721 2 ALIVE |88,46,127,254,191,243,157,14,79,175,117,217,7,24,53,158|
59.723 2 IMU_GYRO_RAW -32 -5 -34
59.762 2 DOWNLINK_STATUS 0 60 15450 935 0 253. 15. 37.68
59.817 2 BARO_RAW 0. 0.
59.820 2 IMU_GYRO_RAW -42 39 -32
59.915 2 DL_VALUE 28 0.
59.918 2 IMU_GYRO_RAW -31 38 -40
60.014 2 IMU_GYRO_RAW -22 6 -42
60.114 2 IMU_GYRO_RAW -21 25 -40
60.215 2 IMU_GYRO_RAW -25 45 -33
60.289 2 PONG 
60.317 2 BARO_RAW 0. 0.
60.320 2 IMU_GYRO_RAW -21 -12 -34
60.416 2 DL_VALUE 29 100.
60.419 2 IMU_GYRO_RAW -26 1 -41
60.515 2 IMU_GYRO_RAW -24 25 -49
60.615 2 IMU_GYRO_RAW -25 19 -45
60.663 2 FBW_STATUS 0 54 0 163 2
60.715 2 IMU_GYRO_RAW -24 34 -47
60.762 2 DOWNLINK_STATUS 0 61 15701 951 0 251. 16. 37.71
60.817 2 BARO_RAW 0. 0.
60.820 2 IMU_GYRO_RAW -20 32 -49
60.916 2 DL_VALUE 30 0.
60.919 2 IMU_GYRO_RAW -20 5 -47
61.014 2 IMU_GYRO_RAW -26 23 -50
61.114 2 IMU_GYRO_RAW -37 21 -47
61.214 2 IMU_GYRO_RAW -40 15 -48
61.316 2 BARO_RAW 0. 0.
61.319 2 IMU_GYRO_RAW -37 5 -49
61.415 2 DL_VALUE 31 2.
61.418 2 IMU_GYRO_RAW -25 19 -46
61.514 2 IMU_GYRO_RAW -8 37 -45
61.614 2 IMU_GYRO_RAW 2 25 -50
61.714 2 IMU_GYRO_RAW -1 34 -54
61.762 2 DOWNLINK_STATUS 0 62 15931 965 0 230. 14. 37.71
61.823 2 ALIVE |88,46,127,254,191,243,157,14,79,175,117,217,7,24,53,158|
61.826 2 BARO_RAW 0. 0.
61.829 2 IMU_GYRO_RAW -22 36 -50
61.916 2 DL_VALUE 32 0.
61.919 2 IMU_GYRO_RAW -41 9 -45
62.015 2 IMU_GYRO_RAW -52 12 -48
62.114 2 IMU_GYRO_RAW -48 6 -47
62.214 2 IMU_GYRO_RAW -41 11 -44
62.316 2 BARO_RAW 0. 0.
62.319 2 IMU_GYRO_RAW -36 16 -40
62.415 2 DL_VALUE 33 0.
62.418 2 IMU_GYRO_RAW -29 29 -42
62.464 2 ACTUATORS |1004,1997,1500,1500,1500,1500|
62.514 2 IMU_GYRO_RAW -34 13 -44
62.565 2 COMMANDS |40,14,0,0,-14,9548|
62.614 2 IMU_GYRO_RAW -36 5 -47
62.663 2 FBW_STATUS 0 48 0 163 2
62.714 2 IMU_GYRO_RAW -36 13 -47
62.762 2 DOWNLINK_STATUS 0 63 16237 983 0 306. 18. 37.71
62.817 2 BARO_RAW 0. 0.
62.820 2 IMU_GYRO_RAW -29 8 -47
62.915 2 DL_VALUE 34 0.
62.919 2 IMU_GYRO_RAW -23 10 -50
63.014 2 IMU_GYRO_RAW -18 10 -49
63.115 2 IMU_GYRO_RAW -27 22 -46
63.215 2 IMU_GYRO_RAW -32 7 -48
63.317 2 BARO_RAW 0. 0.
63.320 2 IMU_GYRO_RAW -29 13 -50
63.416 2 DL_VALUE 35 0.
63.418 2 IMU_GYRO_RAW -30 19 -50
63.514 2 IMU_GYRO_RAW -32 23 -48
63.597 2 WIND_INFO 2 42 0. 0. 0.
63.614 2 IMU_GYRO_RAW -32 19 -46
63.714 2 IMU_GYRO_RAW -31 -2 -46
63.763 2 DOWNLINK_STATUS 0 64 16467 997 0 230. 14. 37.71
63.816 2 BARO_RAW 0. 0.
63.819 2 IMU_GYRO_RAW -23 8 -49
63.922 2 ALIVE |88,46,127,254,191,243,157,14,79,175,117,217,7,24,53,158|
63.924 2 DL_VALUE 36 0.
63.927 2 IMU_GYRO_RAW -23 39 -51
64.014 2 IMU_GYRO_RAW -23 32 -56
64.114 2 IMU_GYRO_RAW -31 31 -56
64.214 2 IMU_GYRO_RAW -40 42 -56
64.317 2 BARO_RAW 0. 0.
64.320 2 IMU_GYRO_RAW -36 51 -55
64.416 2 DL_VALUE 37 200.
64.419 2 IMU_GYRO_RAW -26 10 -54
64.515 2 IMU_GYRO_RAW -31 -7 -45
64.615 2 IMU_GYRO_RAW -25 35 -46
64.663 2 FBW_STATUS 0 49 0 163 2
64.715 2 IMU_GYRO_RAW -27 26 -54
64.763 2 DOWNLINK_STATUS 0 65 16735 1013 0 268. 16. 37.71
64.816 2 BARO_RAW 0. 0.
64.819 2 IMU_GYRO_RAW -31 17 -53
64.916 2 DL_VALUE 38 0.1
64.918 2 IMU_GYRO_RAW -31 26 -51
65.014 2 IMU_GYRO_RAW -24 19 -52
65.114 2 IMU_GYRO_RAW -28 8 -47
65.214 2 IMU_GYRO_RAW -25 31 -49
65.289 2 PONG 
65.316 2 BARO_RAW 0. 0.
65.319 2 IMU_GYRO_RAW -32 26 -47
65.415 2 DL_VALUE 39 0.
65.418 2 IMU_GYRO_RAW -28 12 -44
65.514 2 IMU_GYRO_RAW -26 21 -48
65.614 2 IMU_GYRO_RAW -25 23 -50
65.714 2 IMU_GYRO_RAW -28 27 -44
65.763 2 DOWNLINK_STATUS 0 66 16971 1028 0 236. 15. 37.73
65.817 2 BARO_RAW 0. 0.
65.820 2 IMU_GYRO_RAW -30 30 -42
65.916 2 DL_VALUE 40 0.
65.919 2 IMU_GYRO_RAW -30 14 -44
66.020 2 ALIVE |88,46,127,254,191,243,157,14,79,175,117,217,7,24,53,158|
66.023 2 IMU_GYRO_RAW -30 24 -43
66.114 2 IMU_GYRO_RAW -30 21 -43
66.214 2 IMU_GYRO_RAW -32 29 -46
66.316 2 BARO_RAW 0. 0.
66.319 2 IMU_GYRO_RAW -29 22 -50
66.415 2 DL_VALUE 41 1500.
66.418 2 IMU_GYRO_RAW -27 19 -49
66.514 2 IMU_GYRO_RAW -29 5 -39
66.614 2 IMU_GYRO_RAW -30 42 -43
66.663 2 FBW_STATUS 0 47 0 163 2
66.714 2 IMU_GYRO_RAW -14 -4 -56
66.763 2 DOWNLINK_STATUS 0 67 17239 1044 0 268. 16. 37.73
66.816 2 BARO_RAW 0. 0.
66.819 2 IMU_GYRO_RAW -20 12 -59
66.915 2 DL_VALUE 42 0.
66.918 2 IMU_GYRO_RAW -28 4 -49
67.014 2 IMU_GYRO_RAW -26 38 -45
67.114 2 IMU_GYRO_RAW -23 -4 -42
67.214 2 IMU_GYRO_RAW -13 23 -39
67.316 2 BARO_RAW 0. 0.
67.319 2 IMU_GYRO_RAW -16 37 -36
67.416 2 DL_VALUE 0 3.
67.418 2 IMU_GYRO_RAW -17 3 -43
67.464 2 ACTUATORS |1004,1997,1500,1500,1500,1500|
67.514 2 IMU_GYRO_RAW -18 8 -47
67.564 2 COMMANDS |40,14,0,0,0,9548|
67.614 2 IMU_GYRO_RAW -17 15 -53
67.714 2 IMU_GYRO_RAW -24 23 -49
67.764 2 DOWNLINK_STATUS 0 68 17507 1060 0 268. 16. 37.73
67.816 2 BARO_RAW 0. 0.
67.819 2 IMU_GYRO_RAW -25 23 -48
67.915 2 DL_VALUE 1 0.
67.918 2 IMU_GYRO_RAW -27 18 -48
68.014 2 IMU_GYRO_RAW -28 3 -44
