2.255 2 BARO_RAW 0. 0.
33.104 2 IMU_GYRO_RAW -680 2244 -22
33.108 2 IMU_ACCEL_RAW -141 2098 418
33.151 2 IMU_MAG_RAW -220 -546 139
33.154 2 IMU_GYRO_RAW -544 4235 17
33.158 2 IMU_ACCEL_RAW 283 2104 261
33.201 2 IMU_MAG_RAW -220 -546 139
33.205 2 IMU_GYRO_RAW -686 2963 -279
33.208 2 IMU_ACCEL_RAW -750 2033 -152
33.254 2 BARO_RAW 0. 0.
33.257 2 IMU_MAG_RAW -220 -546 139
33.260 2 IMU_GYRO_RAW -568 1403 -20
33.263 2 IMU_ACCEL_RAW -786 2046 377
33.301 2 IMU_MAG_RAW -220 -546 139
33.305 2 IMU_GYRO_RAW -649 1162 -187
33.308 2 IMU_ACCEL_RAW -578 1952 1096
33.353 2 DL_VALUE 19 0.15
33.356 2 IMU_MAG_RAW -220 -546 139
33.359 2 IMU_GYRO_RAW -691 2361 1
33.362 2 IMU_ACCEL_RAW -525 1656 1089
33.402 2 IMU_MAG_RAW -220 -546 139
33.405 2 IMU_GYRO_RAW -708 3249 98
33.408 2 IMU_ACCEL_RAW -460 1697 972
33.457 2 ALIVE |215,59,16,148,212,187,92,254,242,168,16,68,167,171,91,170|
33.461 2 IMU_MAG_RAW -220 -546 139
33.464 2 IMU_GYRO_RAW -452 2819 198
33.467 2 IMU_ACCEL_RAW -1014 1721 -234
33.501 2 IMU_MAG_RAW -220 -546 139
33.504 2 IMU_GYRO_RAW -349 2378 315
33.507 2 IMU_ACCEL_RAW -1158 1885 273
33.550 2 IMU_MAG_RAW -220 -546 139
33.554 2 IMU_GYRO_RAW -42 2201 450
33.557 2 IMU_ACCEL_RAW -1288 1820 93
33.601 2 IMU_MAG_RAW -220 -546 139
33.604 2 IMU_GYRO_RAW -38 1711 456
33.607 2 IMU_ACCEL_RAW -738 2194 481
33.651 2 IMU_MAG_RAW -220 -546 139
33.654 2 IMU_GYRO_RAW -23 1611 534
33.657 2 IMU_ACCEL_RAW -642 1929 279
33.701 2 IMU_MAG_RAW -220 -546 139
33.704 2 IMU_GYRO_RAW -161 2387 376
33.707 2 IMU_ACCEL_RAW -710 1704 -96
33.753 2 BARO_RAW 0. 0.
33.756 2 IMU_MAG_RAW -220 -546 139
33.759 2 IMU_GYRO_RAW -408 2606 408
33.763 2 IMU_ACCEL_RAW -435 1897 -170
33.801 2 IMU_MAG_RAW -220 -546 139
33.804 2 IMU_GYRO_RAW -290 2515 74
33.807 2 IMU_ACCEL_RAW -352 1818 -153
33.826 2 DOWNLINK_STATUS 0 34 39341 2229 0 1168. 66. 53.72
33.852 2 DL_VALUE 20 0.01
33.855 2 IMU_MAG_RAW -220 -546 139
33.858 2 IMU_GYRO_RAW -626 2885 26
33.861 2 IMU_ACCEL_RAW -129 1823 -238
33.877 2 ACTUATORS |1000,1500,2000,2000,2000,1500|
33.901 2 IMU_MAG_RAW -220 -546 139
33.904 2 IMU_GYRO_RAW -616 2523 -360
33.907 2 IMU_ACCEL_RAW -662 2219 -305
33.951 2 IMU_MAG_RAW -220 -546 139
33.954 2 IMU_GYRO_RAW -452 1795 -139
33.957 2 IMU_ACCEL_RAW -321 2119 130
33.977 2 COMMANDS |0,-8522,-9600,0,0,0|
34.001 2 IMU_MAG_RAW -220 -546 139
34.004 2 IMU_GYRO_RAW -471 3147 -460
34.007 2 IMU_ACCEL_RAW -6 2139 77
34.051 2 IMU_MAG_RAW -220 -546 139
34.054 2 IMU_GYRO_RAW -545 3634 -438
34.057 2 IMU_ACCEL_RAW -512 1719 141
34.101 2 IMU_MAG_RAW -220 -546 139
34.104 2 IMU_GYRO_RAW -385 4150 -502
34.107 2 IMU_ACCEL_RAW -150 1903 -375
34.151 2 IMU_MAG_RAW -220 -546 139
34.154 2 IMU_GYRO_RAW -362 4253 -565
34.157 2 IMU_ACCEL_RAW -253 1845 -625
34.201 2 IMU_MAG_RAW -220 -546 139
34.204 2 IMU_GYRO_RAW -287 3546 -370
34.207 2 IMU_ACCEL_RAW -434 1905 -1005
34.253 2 BARO_RAW 0. 0.
34.257 2 IMU_MAG_RAW -220 -546 139
34.260 2 IMU_GYRO_RAW -382 2590 -272
34.263 2 IMU_ACCEL_RAW -479 1906 -1026
34.301 2 IMU_MAG_RAW -220 -546 139
34.304 2 IMU_GYRO_RAW -561 2557 -132
34.307 2 IMU_ACCEL_RAW -509 1841 -1274
34.352 2 DL_VALUE 21 0.1
34.355 2 IMU_MAG_RAW -220 -546 139
34.359 2 IMU_GYRO_RAW -714 2158 -118
34.362 2 IMU_ACCEL_RAW -313 1899 -1054
34.401 2 IMU_MAG_RAW -220 -546 139
34.404 2 IMU_GYRO_RAW -825 1690 -148
34.407 2 IMU_ACCEL_RAW -628 2271 -800
34.451 2 IMU_MAG_RAW -220 -546 139
34.454 2 IMU_GYRO_RAW -739 1103 -83
34.457 2 IMU_ACCEL_RAW -869 2265 -936
34.501 2 IMU_MAG_RAW -220 -546 139
34.505 2 IMU_GYRO_RAW -636 915 -156
34.508 2 IMU_ACCEL_RAW -117 1831 -583
34.551 2 IMU_MAG_RAW -220 -546 139
34.554 2 IMU_GYRO_RAW -615 1394 -247
34.557 2 IMU_ACCEL_RAW -356 1979 -438
34.601 2 IMU_MAG_RAW -220 -546 139
34.604 2 IMU_GYRO_RAW -511 1272 -300
34.608 2 IMU_ACCEL_RAW -158 2089 -325
34.651 2 IMU_MAG_RAW -220 -546 139
34.655 2 IMU_GYRO_RAW -345 1612 -411
34.658 2 IMU_ACCEL_RAW -28 2059 -256
34.701 2 IMU_MAG_RAW -220 -546 139
34.705 2 IMU_GYRO_RAW -340 2153 -340
34.708 2 IMU_ACCEL_RAW 130 2063 -238
34.754 2 BARO_RAW 0. 0.
34.757 2 IMU_MAG_RAW -220 -546 139
34.760 2 IMU_GYRO_RAW -121 2171 -511
34.762 2 IMU_ACCEL_RAW -182 1932 -400
34.801 2 IMU_MAG_RAW -220 -546 139
34.805 2 IMU_GYRO_RAW -334 2493 -407
34.808 2 IMU_ACCEL_RAW -206 1892 -385
34.826 2 DOWNLINK_STATUS 0 35 40509 2295 0 1168. 66. 53.72
34.852 2 DL_VALUE 22 0.
34.855 2 IMU_MAG_RAW -220 -546 139
34.859 2 IMU_GYRO_RAW -125 3440 -549
34.862 2 IMU_ACCEL_RAW -51 1869 -1079
34.901 2 IMU_MAG_RAW -220 -546 139
34.904 2 IMU_GYRO_RAW -268 3144 -464
34.908 2 IMU_ACCEL_RAW -92 2223 -1466
34.952 2 IMU_MAG_RAW -220 -546 139
34.954 2 IMU_GYRO_RAW -28 1512 -382
34.957 2 IMU_ACCEL_RAW -390 1803 -529
35.001 2 IMU_MAG_RAW -220 -546 139
35.004 2 IMU_GYRO_RAW -84 1333 -314
35.007 2 IMU_ACCEL_RAW 83 2057 -496
35.051 2 IMU_MAG_RAW -220 -546 139
35.054 2 IMU_GYRO_RAW -309 2533 -401
35.057 2 IMU_ACCEL_RAW 100 1610 -169
35.075 2 FBW_STATUS 2 0 1 166 0
35.101 2 IMU_MAG_RAW -220 -546 139
35.104 2 IMU_GYRO_RAW 0 2672 -409
35.107 2 IMU_ACCEL_RAW 19 1761 -795
35.150 2 IMU_MAG_RAW -220 -546 139
35.154 2 IMU_GYRO_RAW -64 1978 -459
35.157 2 IMU_ACCEL_RAW -96 1967 -597
35.201 2 IMU_MAG_RAW -220 -546 139
35.204 2 IMU_GYRO_RAW 55 1575 -385
35.207 2 IMU_ACCEL_RAW -264 2473 -763
35.255 2 BARO_RAW 0. 0.
35.256 2 IMU_MAG_RAW -220 -546 139
35.259 2 IMU_GYRO_RAW -63 1219 -414
35.263 2 IMU_ACCEL_RAW -162 2148 -627
35.301 2 IMU_MAG_RAW -220 -546 139
35.304 2 IMU_GYRO_RAW -48 694 -398
35.307 2 IMU_ACCEL_RAW -179 2019 -493
35.356 2 DL_VALUE 23 0.05
35.359 2 IMU_MAG_RAW -220 -546 139
35.362 2 IMU_GYRO_RAW -69 1243 -410
35.365 2 IMU_ACCEL_RAW -354 1970 -888
35.371 2 PONG 
35.401 2 IMU_MAG_RAW -220 -546 139
35.404 2 IMU_GYRO_RAW -216 1013 -285
35.407 2 IMU_ACCEL_RAW -408 2070 -959
35.451 2 IMU_MAG_RAW -220 -546 139
35.454 2 IMU_GYRO_RAW -300 731 -252
35.457 2 IMU_ACCEL_RAW -94 1959 -1074
35.501 2 IMU_MAG_RAW -220 -546 139
35.504 2 IMU_GYRO_RAW -286 261 -286
35.507 2 IMU_ACCEL_RAW 20 1776 -875
35.556 2 ALIVE |215,59,16,148,212,187,92,254,242,168,16,68,167,171,91,170|
35.560 2 IMU_MAG_RAW -220 -546 139
35.563 2 IMU_GYRO_RAW -483 810 -377
35.566 2 IMU_ACCEL_RAW 28 1803 25
35.601 2 IMU_MAG_RAW -220 -546 139
35.604 2 IMU_GYRO_RAW -334 1854 -377
35.607 2 IMU_ACCEL_RAW -80 2161 239
35.651 2 IMU_MAG_RAW -220 -546 139
35.654 2 IMU_GYRO_RAW -244 2861 -411
35.657 2 IMU_ACCEL_RAW -138 2077 13
35.701 2 IMU_MAG_RAW -220 -546 139
35.704 2 IMU_GYRO_RAW 4 2654 -396
35.707 2 IMU_ACCEL_RAW -98 1819 -1516
35.754 2 BARO_RAW 0. 0.
35.757 2 IMU_MAG_RAW -220 -546 139
35.760 2 IMU_GYRO_RAW 208 397 -232
35.763 2 IMU_ACCEL_RAW 14 2387 -950
35.801 2 IMU_MAG_RAW -220 -546 139
35.804 2 IMU_GYRO_RAW 275 628 -418
35.807 2 IMU_ACCEL_RAW 115 2362 -784
35.826 2 DOWNLINK_STATUS 0 36 41683 2362 0 1174. 67. 53.76
35.852 2 DL_VALUE 24 0.
35.856 2 IMU_MAG_RAW -220 -546 139
35.859 2 IMU_GYRO_RAW 76 475 -474
35.862 2 IMU_ACCEL_RAW -148 2195 -959
35.901 2 IMU_MAG_RAW -220 -546 139
35.904 2 IMU_GYRO_RAW 148 509 -606
35.908 2 IMU_ACCEL_RAW -193 1943 -580
35.951 2 IMU_MAG_RAW -220 -546 139
35.955 2 IMU_GYRO_RAW 286 413 -563
35.958 2 IMU_ACCEL_RAW -288 1827 -731
36.001 2 IMU_MAG_RAW -220 -546 139
36.005 2 IMU_GYRO_RAW 164 542 -491
36.008 2 IMU_ACCEL_RAW -252 1685 -388
36.051 2 IMU_MAG_RAW -220 -546 139
36.055 2 IMU_GYRO_RAW 321 680 -488
36.058 2 IMU_ACCEL_RAW -403 1570 -1691
36.101 2 IMU_MAG_RAW -220 -546 139
36.104 2 IMU_GYRO_RAW 110 -578 -376
36.107 2 IMU_ACCEL_RAW -261 1616 -1134
36.151 2 IMU_MAG_RAW -220 -546 139
36.154 2 IMU_GYRO_RAW 342 -392 -348
36.157 2 IMU_ACCEL_RAW -129 1869 -523
36.201 2 IMU_MAG_RAW -220 -546 139
36.204 2 IMU_GYRO_RAW 68 -16 -305
36.207 2 IMU_ACCEL_RAW -400 1799 -957
36.256 2 BARO_RAW 0. 0.
36.256 2 IMU_MAG_RAW -220 -546 139
36.260 2 IMU_GYRO_RAW -63 479 -246
36.262 2 IMU_ACCEL_RAW -550 1931 -571
36.301 2 IMU_MAG_RAW -220 -546 139
36.304 2 IMU_GYRO_RAW -152 993 -213
36.307 2 IMU_ACCEL_RAW -554 2034 -816
36.352 2 DL_VALUE 25 1.000074
36.355 2 IMU_MAG_RAW -220 -546 139
36.358 2 IMU_GYRO_RAW -224 1066 -172
36.361 2 IMU_ACCEL_RAW -489 2046 -1091
36.401 2 IMU_MAG_RAW -220 -546 139
36.404 2 IMU_GYRO_RAW -302 272 -164
36.407 2 IMU_ACCEL_RAW -449 1915 -1413
36.451 2 IMU_MAG_RAW -220 -546 139
36.454 2 IMU_GYRO_RAW -261 -450 -78
36.457 2 IMU_ACCEL_RAW -264 1762 -741
36.501 2 IMU_MAG_RAW -220 -546 139
36.504 2 IMU_GYRO_RAW -150 -234 -89
36.507 2 IMU_ACCEL_RAW -242 1862 -802
36.550 2 IMU_MAG_RAW -220 -546 139
36.554 2 IMU_GYRO_RAW -307 -231 -191
36.557 2 IMU_ACCEL_RAW -370 1774 -644
36.601 2 IMU_MAG_RAW -220 -546 139
36.604 2 IMU_GYRO_RAW -24 -81 -247
36.607 2 IMU_ACCEL_RAW -273 2210 -814
36.651 2 IMU_MAG_RAW -220 -546 139
36.654 2 IMU_GYRO_RAW -123 -745 -477
36.657 2 IMU_ACCEL_RAW -504 2119 -612
36.701 2 IMU_MAG_RAW -220 -546 139
36.704 2 IMU_GYRO_RAW 15 -619 -539
36.707 2 IMU_ACCEL_RAW -559 2047 -489
36.755 2 BARO_RAW 0. 0.
36.756 2 IMU_MAG_RAW -220 -546 139
36.760 2 IMU_GYRO_RAW -149 299 -628
36.763 2 IMU_ACCEL_RAW -556 1851 -246
36.801 2 IMU_MAG_RAW -220 -546 139
36.804 2 IMU_GYRO_RAW -72 1306 -594
36.807 2 IMU_ACCEL_RAW -651 1965 -206
36.826 2 DOWNLINK_STATUS 0 37 42813 2426 0 1130. 64. 53.76
36.852 2 DL_VALUE 26 0.298451
36.855 2 IMU_MAG_RAW -220 -546 139
36.858 2 IMU_GYRO_RAW 60 1413 -596
36.861 2 IMU_ACCEL_RAW -767 1714 -773
36.901 2 IMU_MAG_RAW -220 -546 139
36.904 2 IMU_GYRO_RAW 16 1048 -590
36.907 2 IMU_ACCEL_RAW -624 1465 -1065
36.951 2 IMU_MAG_RAW -220 -546 139
36.954 2 IMU_GYRO_RAW -37 1195 -581
36.957 2 IMU_ACCEL_RAW -584 1565 -1046
37.001 2 IMU_MAG_RAW -220 -546 139
37.004 2 IMU_GYRO_RAW -102 529 -283
37.007 2 IMU_ACCEL_RAW -368 1788 -1172
37.051 2 IMU_MAG_RAW -220 -546 139
37.054 2 IMU_GYRO_RAW -217 504 -314
37.057 2 IMU_ACCEL_RAW -746 1361 -898
37.075 2 FBW_STATUS 2 0 1 166 0
37.101 2 IMU_MAG_RAW -220 -546 139
37.104 2 IMU_GYRO_RAW -219 584 44
37.107 2 IMU_ACCEL_RAW -761 1590 -1071
37.151 2 IMU_MAG_RAW -220 -546 139
37.154 2 IMU_GYRO_RAW -308 106 146
37.157 2 IMU_ACCEL_RAW -698 1748 -1076
37.201 2 IMU_MAG_RAW -220 -546 139
37.204 2 IMU_GYRO_RAW -301 151 276
37.208 2 IMU_ACCEL_RAW -759 1833 -896
37.257 2 BARO_RAW 0. 0.
37.257 2 IMU_MAG_RAW -220 -546 139
37.260 2 IMU_GYRO_RAW -593 1006 313
37.263 2 IMU_ACCEL_RAW -830 1764 -1113
37.301 2 IMU_MAG_RAW -220 -546 139
37.304 2 IMU_GYRO_RAW -933 2132 394
37.308 2 IMU_ACCEL_RAW -160 2053 -859
37.352 2 DL_VALUE 27 1.
37.356 2 IMU_MAG_RAW -220 -546 139
37.359 2 IMU_GYRO_RAW -1182 2360 183
37.362 2 IMU_ACCEL_RAW -365 2276 -743
37.401 2 IMU_MAG_RAW -220 -546 139
37.404 2 IMU_GYRO_RAW -1025 1076 126
37.408 2 IMU_ACCEL_RAW -605 2409 -1022
37.451 2 IMU_MAG_RAW -220 -546 139
37.455 2 IMU_GYRO_RAW -929 207 19
37.457 2 IMU_ACCEL_RAW -437 2524 -629
37.500 2 IMU_MAG_RAW -220 -546 139
37.504 2 IMU_GYRO_RAW -857 229 -61
37.507 2 IMU_ACCEL_RAW -320 2399 -236
37.550 2 IMU_MAG_RAW -220 -546 139
37.554 2 IMU_GYRO_RAW -952 921 -60
37.557 2 IMU_ACCEL_RAW -303 2231 28
37.601 2 IMU_MAG_RAW -220 -546 139
37.604 2 IMU_GYRO_RAW -866 1351 48
37.607 2 IMU_ACCEL_RAW -310 2067 -129
37.657 2 ALIVE |215,59,16,148,212,187,92,254,242,168,16,68,167,171,91,170|
37.659 2 IMU_MAG_RAW -220 -546 139
37.663 2 IMU_GYRO_RAW -774 1457 119
37.666 2 IMU_ACCEL_RAW -226 1904 149
37.701 2 IMU_MAG_RAW -220 -546 139
37.704 2 IMU_GYRO_RAW -667 1911 140
37.707 2 IMU_ACCEL_RAW -130 1967 -165
37.753 2 BARO_RAW 0. 0.
37.757 2 IMU_MAG_RAW -220 -546 139
37.759 2 IMU_GYRO_RAW -549 1763 81
37.762 2 IMU_ACCEL_RAW -159 1716 -299
37.801 2 IMU_MAG_RAW -220 -546 139
37.804 2 IMU_GYRO_RAW -637 1197 -171
37.807 2 IMU_ACCEL_RAW -104 1508 -114
37.827 2 DOWNLINK_STATUS 0 38 43981 2492 0 1168. 66. 53.76
37.852 2 DL_VALUE 28 0.
37.855 2 IMU_MAG_RAW -220 -546 139
37.858 2 IMU_GYRO_RAW -374 515 -298
37.861 2 IMU_ACCEL_RAW -2 1807 -97
37.901 2 IMU_MAG_RAW -220 -546 139
37.904 2 IMU_GYRO_RAW -449 261 -421
37.907 2 IMU_ACCEL_RAW 101 1794 31
37.951 2 IMU_MAG_RAW -220 -546 139
37.954 2 IMU_GYRO_RAW -538 978 -432
37.957 2 IMU_ACCEL_RAW -96 1848 -18
38.001 2 IMU_MAG_RAW -220 -546 139
38.004 2 IMU_GYRO_RAW -654 1362 -562
38.007 2 IMU_ACCEL_RAW -37 2098 6
38.051 2 IMU_MAG_RAW -220 -546 139
38.054 2 IMU_GYRO_RAW -562 698 -486
38.057 2 IMU_ACCEL_RAW -550 2183 78
38.101 2 IMU_MAG_RAW -220 -546 139
38.104 2 IMU_GYRO_RAW -275 46 -352
38.107 2 IMU_ACCEL_RAW -489 2210 27
38.151 2 IMU_MAG_RAW -220 -546 139
38.154 2 IMU_GYRO_RAW -285 128 -308
38.157 2 IMU_ACCEL_RAW -646 1922 44
38.201 2 IMU_MAG_RAW -220 -546 139
38.204 2 IMU_GYRO_RAW -192 148 -185
38.207 2 IMU_ACCEL_RAW -424 1819 203
38.253 2 BARO_RAW 0. 0.
38.257 2 IMU_MAG_RAW -220 -546 139
38.260 2 IMU_GYRO_RAW -333 428 -315
38.263 2 IMU_ACCEL_RAW -377 1783 338
38.301 2 IMU_MAG_RAW -220 -546 139
38.304 2 IMU_GYRO_RAW -385 1195 -433
38.307 2 IMU_ACCEL_RAW -256 1726 310
38.352 2 DL_VALUE 29 100.
38.355 2 IMU_MAG_RAW -220 -546 139
38.358 2 IMU_GYRO_RAW -465 1840 -631
38.361 2 IMU_ACCEL_RAW -429 2129 54
38.401 2 IMU_MAG_RAW -220 -546 139
38.404 2 IMU_GYRO_RAW -121 1037 -773
38.407 2 IMU_ACCEL_RAW -542 1880 178
38.451 2 IMU_MAG_RAW -220 -546 139
38.454 2 IMU_GYRO_RAW 243 144 -885
38.457 2 IMU_ACCEL_RAW -492 1815 366
38.501 2 IMU_MAG_RAW -220 -546 139
38.504 2 IMU_GYRO_RAW 322 737 -928
38.507 2 IMU_ACCEL_RAW -917 1675 520
38.551 2 IMU_MAG_RAW -220 -546 139
38.554 2 IMU_GYRO_RAW 449 1387 -740
38.557 2 IMU_ACCEL_RAW -980 1594 176
38.601 2 IMU_MAG_RAW -220 -546 139
38.604 2 IMU_GYRO_RAW 487 1538 -654
38.608 2 IMU_ACCEL_RAW -1049 1664 -60
38.651 2 IMU_MAG_RAW -220 -546 139
38.654 2 IMU_GYRO_RAW 579 1221 -506
38.657 2 IMU_ACCEL_RAW -1101 1786 -323
38.701 2 IMU_MAG_RAW -220 -546 139
38.704 2 IMU_GYRO_RAW 537 794 -494
38.707 2 IMU_ACCEL_RAW -1045 1299 -389
38.754 2 BARO_RAW 0. 0.
38.758 2 IMU_MAG_RAW -220 -546 139
38.760 2 IMU_GYRO_RAW 622 342 -467
38.763 2 IMU_ACCEL_RAW -1300 1476 -385
38.801 2 IMU_MAG_RAW -220 -546 139
38.803 2 IMU_GYRO_RAW 634 290 -406
38.807 2 IMU_ACCEL_RAW -1433 2127 -893
38.827 2 DOWNLINK_STATUS 0 39 45111 2556 0 1130. 64. 53.76
38.852 2 DL_VALUE 30 0.
38.855 2 IMU_MAG_RAW -220 -546 139
38.858 2 IMU_GYRO_RAW 504 3 -301
38.861 2 IMU_ACCEL_RAW -1363 2387 -716
38.876 2 ACTUATORS |1000,1500,1978,1892,1892,1500|
38.900 2 IMU_MAG_RAW -220 -546 139
38.904 2 IMU_GYRO_RAW 284 248 -190
38.907 2 IMU_ACCEL_RAW -1108 1331 -651
38.950 2 IMU_MAG_RAW -220 -546 139
38.954 2 IMU_GYRO_RAW 33 857 -107
38.957 2 IMU_ACCEL_RAW -1263 1298 -706
38.976 2 COMMANDS |0,-9415,-8893,0,0,0|
39.001 2 IMU_MAG_RAW -220 -546 139
39.004 2 IMU_GYRO_RAW -76 1073 -67
39.007 2 IMU_ACCEL_RAW -1316 1440 -872
39.051 2 IMU_MAG_RAW -220 -546 139
39.054 2 IMU_GYRO_RAW -71 797 132
39.057 2 IMU_ACCEL_RAW -1263 1914 -841
39.075 2 FBW_STATUS 2 0 1 166 0
39.101 2 IMU_MAG_RAW -220 -546 139
39.104 2 IMU_GYRO_RAW -133 657 46
39.107 2 IMU_ACCEL_RAW -1280 1750 -883
39.151 2 IMU_MAG_RAW -220 -546 139
39.154 2 IMU_GYRO_RAW -177 889 228
39.157 2 IMU_ACCEL_RAW -748 1684 -662
39.201 2 IMU_MAG_RAW -220 -546 139
39.204 2 IMU_GYRO_RAW -119 999 -70
39.207 2 IMU_ACCEL_RAW -601 1337 -962
39.253 2 BARO_RAW 0. 0.
39.259 2 IMU_MAG_RAW -220 -546 139
39.260 2 IMU_GYRO_RAW -26 102 -172
39.262 2 IMU_ACCEL_RAW -1014 1917 -1204
39.301 2 IMU_MAG_RAW -220 -546 139
39.304 2 IMU_GYRO_RAW -185 318 -316
39.307 2 IMU_ACCEL_RAW -974 1680 -648
39.352 2 DL_VALUE 31 2.
39.355 2 IMU_MAG_RAW -220 -546 139
39.358 2 IMU_GYRO_RAW -496 1499 -259
39.361 2 IMU_ACCEL_RAW -768 1678 -855
39.401 2 IMU_MAG_RAW -220 -546 139
39.404 2 IMU_GYRO_RAW -461 2004 -533
39.407 2 IMU_ACCEL_RAW -703 1674 -750
39.451 2 IMU_MAG_RAW -220 -546 139
39.454 2 IMU_GYRO_RAW -460 3092 -515
39.457 2 IMU_ACCEL_RAW -495 1642 -972
39.501 2 IMU_MAG_RAW -220 -546 139
39.504 2 IMU_GYRO_RAW -308 2573 -518
39.507 2 IMU_ACCEL_RAW -405 1549 -1871
39.551 2 IMU_MAG_RAW -220 -546 139
39.554 2 IMU_GYRO_RAW -13 2 -508
39.557 2 IMU_ACCEL_RAW -960 1691 -1482
39.601 2 IMU_MAG_RAW -220 -546 139
39.604 2 IMU_GYRO_RAW -66 331 -434
39.607 2 IMU_ACCEL_RAW -370 1493 -687
39.651 2 IMU_MAG_RAW -220 -546 139
39.654 2 IMU_GYRO_RAW -408 2379 -753
39.657 2 IMU_ACCEL_RAW -153 1808 -144
39.701 2 IMU_MAG_RAW -220 -546 139
39.704 2 IMU_GYRO_RAW -293 3854 -857
39.707 2 IMU_ACCEL_RAW -491 1886 -777
39.760 2 ALIVE |215,59,16,148,212,187,92,254,242,168,16,68,167,171,91,170|
39.762 2 BARO_RAW 0. 0.
39.765 2 IMU_MAG_RAW -220 -546 139
39.768 2 IMU_GYRO_RAW -325 3671 -562
39.772 2 IMU_ACCEL_RAW -667 1623 -1833
39.801 2 IMU_MAG_RAW -220 -546 139
39.804 2 IMU_GYRO_RAW -107 1857 -50
39.807 2 IMU_ACCEL_RAW 97 1786 -1402
39.827 2 DOWNLINK_STATUS 0 40 46317 2624 0 1206. 68. 53.76
39.852 2 DL_VALUE 32 0.
39.855 2 IMU_MAG_RAW -220 -546 139
39.859 2 IMU_GYRO_RAW -395 2429 -34
39.862 2 IMU_ACCEL_RAW 344 1521 -996
39.901 2 IMU_MAG_RAW -220 -546 139
39.904 2 IMU_GYRO_RAW -382 2313 33
39.907 2 IMU_ACCEL_RAW 103 1477 -1814
39.951 2 IMU_MAG_RAW -220 -546 139
39.954 2 IMU_GYRO_RAW -361 939 -113
39.958 2 IMU_ACCEL_RAW 318 1564 -1600
40.001 2 IMU_MAG_RAW -220 -546 139
40.004 2 IMU_GYRO_RAW -175 771 -266
40.008 2 IMU_ACCEL_RAW 719 1595 -1205
40.050 2 IMU_MAG_RAW -220 -546 139
40.053 2 IMU_GYRO_RAW -43 1308 -432
40.057 2 IMU_ACCEL_RAW 664 1650 -999
40.100 2 IMU_MAG_RAW -220 -546 139
40.103 2 IMU_GYRO_RAW 82 1629 -448
40.107 2 IMU_ACCEL_RAW 589 1684 -1321
40.150 2 IMU_MAG_RAW -220 -546 139
40.154 2 IMU_GYRO_RAW 181 1685 -493
40.157 2 IMU_ACCEL_RAW 682 1530 -1465
40.200 2 IMU_MAG_RAW -220 -546 139
40.204 2 IMU_GYRO_RAW 78 1925 -414
40.207 2 IMU_ACCEL_RAW 761 1494 -1325
40.253 2 BARO_RAW 0. 0.
40.256 2 IMU_MAG_RAW -220 -546 139
40.260 2 IMU_GYRO_RAW 39 2152 -402
40.262 2 IMU_ACCEL_RAW 825 1494 -1054
40.300 2 IMU_MAG_RAW -220 -546 139
40.304 2 IMU_GYRO_RAW -56 2200 -371
40.307 2 IMU_ACCEL_RAW 645 1474 -985
40.357 2 DL_VALUE 33 0.
40.360 2 IMU_MAG_RAW -220 -546 139
40.363 2 IMU_GYRO_RAW -196 2464 -320
40.366 2 IMU_ACCEL_RAW 765 1532 -877
40.372 2 PONG 
40.401 2 IMU_MAG_RAW -220 -546 139
40.404 2 IMU_GYRO_RAW -276 2197 -136
40.407 2 IMU_ACCEL_RAW 729 1536 -1212
40.451 2 IMU_MAG_RAW -220 -546 139
40.454 2 IMU_GYRO_RAW -399 1734 42
40.457 2 IMU_ACCEL_RAW 910 1597 -1209
40.501 2 IMU_MAG_RAW -220 -546 139
40.504 2 IMU_GYRO_RAW -303 561 203
40.507 2 IMU_ACCEL_RAW 1232 1741 -1405
40.551 2 IMU_MAG_RAW -220 -546 139
40.554 2 IMU_GYRO_RAW -434 303 81
40.557 2 IMU_ACCEL_RAW 983 1377 -604
40.601 2 IMU_MAG_RAW -220 -546 139
40.604 2 IMU_GYRO_RAW -148 456 230
40.607 2 IMU_ACCEL_RAW 1366 1740 -846
40.651 2 IMU_MAG_RAW -220 -546 139
40.654 2 IMU_GYRO_RAW -401 696 126
40.657 2 IMU_ACCEL_RAW 1266 1729 -755
40.701 2 IMU_MAG_RAW -220 -546 139
40.704 2 IMU_GYRO_RAW -457 738 246
40.707 2 IMU_ACCEL_RAW 1359 1808 -457
40.753 2 BARO_RAW 0. 0.
40.756 2 IMU_MAG_RAW -220 -546 139
40.760 2 IMU_GYRO_RAW -604 892 112
40.763 2 IMU_ACCEL_RAW 1395 1804 -117
40.801 2 IMU_MAG_RAW -220 -546 139
40.804 2 IMU_GYRO_RAW -795 1572 7
40.807 2 IMU_ACCEL_RAW 1252 1792 -383
40.828 2 DOWNLINK_STATUS 0 41 47453 2689 0 1136. 65. 53.67
40.852 2 DL_VALUE 34 0.
40.855 2 IMU_MAG_RAW -220 -546 139
40.858 2 IMU_GYRO_RAW -888 1556 -147
40.861 2 IMU_ACCEL_RAW 1134 1778 729
40.901 2 IMU_MAG_RAW -220 -546 139
40.904 2 IMU_GYRO_RAW -858 2057 -287
40.907 2 IMU_ACCEL_RAW 1122 1787 314
40.951 2 IMU_MAG_RAW -220 -546 139
40.954 2 IMU_GYRO_RAW -606 1299 -505
40.957 2 IMU_ACCEL_RAW 863 1586 679
41.001 2 IMU_MAG_RAW -220 -546 139
41.004 2 IMU_GYRO_RAW -354 1430 -439
